order_id,order_purchase_timestamp,price
SIM-intraday_batch_20260831_221315-0107,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0108,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0109,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0110,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0111,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0112,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0113,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0114,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0115,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0116,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0117,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0118,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0119,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0120,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0121,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0122,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0123,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0124,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0125,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0126,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0127,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0128,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0129,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0130,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0131,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0132,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0133,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0134,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0135,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0136,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0137,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0138,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0139,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0140,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0141,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0142,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0143,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0144,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0145,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0146,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0147,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0148,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0149,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0150,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0151,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0152,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0153,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0154,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0155,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0156,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0157,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0158,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0159,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0160,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0161,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0162,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0163,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0164,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0165,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0166,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0167,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0168,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0169,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0170,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0171,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0172,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0173,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0174,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0175,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0176,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0177,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0178,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0179,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0180,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0181,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0182,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0183,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0184,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0185,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0186,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0187,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0188,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0189,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0190,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0191,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0192,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0193,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0194,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0195,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0196,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0197,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0198,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0199,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0200,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0201,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0202,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0203,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0204,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0205,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0206,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0207,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0208,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0209,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0210,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0211,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0212,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0213,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0214,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0215,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0216,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0217,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0218,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0219,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0220,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0221,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0222,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0223,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0224,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0225,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0226,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0227,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0228,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0229,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0230,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0231,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0232,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0233,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0234,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0235,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0236,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0237,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0238,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0239,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0240,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0241,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0242,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0243,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0244,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0245,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0246,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0247,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0248,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0249,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0250,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0251,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0252,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0253,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0254,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0255,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0256,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0257,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0258,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0259,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0260,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0261,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0262,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0263,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0264,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0265,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0266,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0267,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0268,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0269,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0270,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0271,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0272,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0273,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0274,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0275,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0276,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0277,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0278,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0279,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0280,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0281,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0282,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0283,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0284,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0285,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0286,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0287,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0288,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0289,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0290,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0291,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0292,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0293,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0294,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0295,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0296,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0297,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0298,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0299,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0300,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0301,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0302,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0303,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0304,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0305,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0306,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0307,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0308,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0309,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0310,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0311,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0312,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0313,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0314,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0315,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0316,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0317,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0318,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0319,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0320,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0321,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0322,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0323,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0324,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0325,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0326,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0327,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0328,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0329,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0330,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0331,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0332,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0333,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0334,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0335,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0336,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0337,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0338,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0339,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0340,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0341,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0342,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0343,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0344,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0345,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0346,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0347,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0348,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0349,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0350,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0351,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0352,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0353,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0354,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0355,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0356,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0357,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0358,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0359,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0360,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0361,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0362,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0363,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0364,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0365,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0366,2018-09-04 18:15:00,337.98
