order_id,order_purchase_timestamp,price
SIM-intraday_batch_20260831_221409-0037,2018-09-04 15:15:00,133.16
SIM-intraday_batch_20260831_221409-0038,2018-09-04 18:15:00,133.16
SIM-intraday_batch_20260831_221409-0039,2018-09-04 21:15:00,133.16
SIM-intraday_batch_20260831_221409-0040,2018-09-04 00:15:00,133.16
SIM-intraday_batch_20260831_221409-0041,2018-09-04 03:15:00,133.16
SIM-intraday_batch_20260831_221409-0042,2018-09-04 06:15:00,133.16
SIM-intraday_batch_20260831_221409-0043,2018-09-04 09:15:00,133.16
SIM-intraday_batch_20260831_221409-0044,2018-09-04 12:15:00,133.16
SIM-intraday_batch_20260831_221409-0045,2018-09-04 15:15:00,133.16
SIM-intraday_batch_20260831_221409-0046,2018-09-04 18:15:00,133.16
SIM-intraday_batch_20260831_221409-0047,2018-09-04 21:15:00,133.16
SIM-intraday_batch_20260831_221409-0048,2018-09-04 00:15:00,133.16
SIM-intraday_batch_20260831_221409-0049,2018-09-04 03:15:00,133.16
SIM-intraday_batch_20260831_221409-0050,2018-09-04 06:15:00,133.16
SIM-intraday_batch_20260831_221409-0051,2018-09-04 09:15:00,133.16
SIM-intraday_batch_20260831_221409-0052,2018-09-04 12:15:00,133.16
SIM-intraday_batch_20260831_221409-0053,2018-09-04 15:15:00,133.16
SIM-intraday_batch_20260831_221409-0054,2018-09-04 18:15:00,133.16
SIM-intraday_batch_20260831_221409-0055,2018-09-04 21:15:00,133.16
SIM-intraday_batch_20260831_221409-0056,2018-09-04 00:15:00,133.16
SIM-intraday_batch_20260831_221409-0057,2018-09-04 03:15:00,133.16
SIM-intraday_batch_20260831_221409-0058,2018-09-04 06:15:00,133.16
SIM-intraday_batch_20260831_221409-0059,2018-09-04 09:15:00,133.16
SIM-intraday_batch_20260831_221409-0060,2018-09-04 12:15:00,133.16
SIM-intraday_batch_20260831_221409-0061,2018-09-04 15:15:00,133.16
SIM-intraday_batch_20260831_221409-0062,2018-09-04 18:15:00,133.16
SIM-intraday_batch_20260831_221409-0063,2018-09-04 21:15:00,133.16
SIM-intraday_batch_20260831_221409-0064,2018-09-04 00:15:00,133.16
SIM-intraday_batch_20260831_221409-0065,2018-09-04 03:15:00,133.16
SIM-intraday_batch_20260831_221409-0066,2018-09-04 06:15:00,133.16
SIM-intraday_batch_20260831_221409-0067,2018-09-04 09:15:00,133.16
SIM-intraday_batch_20260831_221409-0068,2018-09-04 12:15:00,133.16
SIM-intraday_batch_20260831_221409-0069,2018-09-04 15:15:00,133.16
SIM-intraday_batch_20260831_221409-0070,2018-09-04 18:15:00,133.16
SIM-intraday_batch_20260831_221409-0071,2018-09-04 21:15:00,133.16
SIM-intraday_batch_20260831_221409-0072,2018-09-04 00:15:00,133.16
SIM-intraday_batch_20260831_221409-0073,2018-09-04 03:15:00,133.16
SIM-intraday_batch_20260831_221409-0074,2018-09-04 06:15:00,133.16
SIM-intraday_batch_20260831_221409-0075,2018-09-04 09:15:00,133.16
SIM-intraday_batch_20260831_221409-0076,2018-09-04 12:15:00,133.16
SIM-intraday_batch_20260831_221409-0077,2018-09-04 15:15:00,133.16
